original_text,method_a_text,method_a_success,method_a_sim,method_b_text,method_b_success,method_b_sim
"left: 喂，你好，这里是深圳银行，我是你的专属客户经理，李经理。
right: 你好，李经理，有什么事情吗？
left: 是这样的，我们最近上线了一款新的信用贷款产品，利率非常优惠，有需要了解一下吗？
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？
left: 当然可以。这款贷款产品无抵押、审批快，当天申请当天放款。只需要下载我们银行的官方APP，填写相关信息，就可以完成申请了。
right: 听起来不错，那我需要准备哪些材料呢？
left: 你只需要提供身份证和银行流水，其他的我们会帮助你处理。为了方便你操作，你可以通过这个链接下载我们的APP。
right: 好的，我这就去下载。
left: 非常好，你下载后直接在APP内填写资料，如果有任何问题，可以随时联系我。
right: 谢谢李经理，我会尽快处理的。","left: 喂，你好，这里是深圳银行，我是你的专属客户经理，李经理。
right: 你好，李经理，有什么事情吗？
left: 是这样的，我们最近上线了一款新的信用贷款产品，利率非常优惠，有需要了解一下吗？
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？
left: 当然可以。这款贷款产品无抵押、审批快，当天申请当天放款。只需要下载我们银行的官方APP，填写相关信息，就可以完成申请了。
right: 听起来不错，那我需要准备哪些材料呢？
left: 你只需要提供身份证和银行流水，其他的我们会帮助你处理。为了方便你操作，你可以通过这个链接下载我们的APP。
right: 好的，我这就去下载。
left: 非常好，你下载后直接在APP内填写资料，如果有任何问题，可以随时联系我。
right: 谢谢李经理，我会尽快处理的。",False,0.9999998,"left: 您好，这里是深圳银行客户服务中心。我们近期推出了一款符合当前市场利率水平的信用贷款产品，有需要了解吗？  
right: 你好，李经理，有什么事情吗？  
left: 是的，这款贷款产品无抵押、审批流程高效，放款周期符合银行标准操作。您可前往服务端口进行详细咨询。  
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？  
left: 当然可以。该产品无抵押要求，审批流程高效，放款周期符合银行标准操作。您可前往服务端口进行详细咨询。  
right: 听起来不错，那我需要准备哪些材料呢？  
left: 请您准备有效身份证件及银行流水记录，其余材料由银行协助处理。您可前往服务端口进行资料填写。  
right: 好的，我这就去下载。  
left: 好的，您下载后可前往服务端口填写资料，如有疑问，可随时通过官方渠道咨询。  
right: 谢谢李经理，我会尽快处理的。",True,0.92295474
"left: 喂，你好，我是小刘，这边是网商银行贷款部的。
right: 你好，有什么事情吗？
left: 是这样的，我们注意到你近期可能有资金需求，特地为你准备了一笔三十万的信用贷款额度。
right: 真的假的，这么方便？
left: 真的，只需要你下载我们的官方APP，完成资料填写，贷款就可以立即到账。
right: 那这个APP在哪里下载呢？
left: 你直接点击我发给你的链接，就可以下载了。
right: 好的，我试试。
left: 太好了，如果有任何问题，随时可以联系我。
right: 谢谢你，我试试看。","left: 喂，你好，我是小刘，这边是网商银行贷款部的。
right: 你好，有什么事情吗？
left: 是这样的，我们注意到你近期可能有资金需求，特地为你准备了一笔三十万的信用贷款额度。
right: 真的假的，这么方便？
left: 真的，只需要你下载我们的官方APP，完成资料填写，贷款就可以立即到账。
right: 那这个APP在哪里下载呢？
left: 你直接点击我发给你的链接，就可以下载了。
right: 好的，我试试。
left: 太好了，如果有任何问题，随时可以联系我。
right: 谢谢你，我试试看。",False,1.0,"left: 您好，这里是网商银行贷款部的客服专员。根据您的信用记录，我们为您匹配了信用贷款额度。  
right: 你好，有什么事情吗？  
left: 您需要下载我们的官方APP，填写资料后，贷款额度将通过系统流程处理。  
right: 真的假的，这么方便？  
left: 真的，您可点击我发送的链接进入官方下载页面。  
right: 好的，我试试。  
left: 如有任何疑问，可随时联系客服人员。  
right: 谢谢你，我试试看。",False,0.83556116
"left: 喂，你好，我是中信银行的客户经理，李华。
right: 你好，你说吧。
left: 是这样的，我们注意到您是我们银行的优质客户，特地为您准备了一笔低息贷款，额度高达五十万，年利率只有百分之二。
right: 哦，这听起来不错，但我最近不太需要资金。
left: 那真是太可惜了，这种优惠不是经常有的。要不您先加我的微信，以后有需要时可以直接联系我，非常方便。
right: 好的，那我加你微信吧。
left: 太好了，我的微信号是CHINABANKER123，加我之后我给您发一些详细的资料。
right: 好的，我知道了。
left: 再次感谢您的信任，有任何问题随时联系我。
right: 好的，再见。","left: 喂，你好，我是中信银行的客户经理，李华。
right: 你好，你说吧。
left: 是这样的，我们注意到您是我们银行的优质客户，特地为您准备了一笔低息贷款，额度高达五十万，年利率只有百分之二。
right: 哦，这听起来不错，但我最近不太需要资金。
left: 那真是太可惜了，这种优惠不是经常有的。要不您先加我的微信，以后有需要时可以直接联系我，非常方便。
right: 好的，那我加你微信吧。
left: 太好了，我的微信号是CHINABANKER123，加我之后我给您发一些详细的资料。
right: 好的，我知道了。
left: 再次感谢您的信任，有任何问题随时联系我。
right: 好的，再见。",False,0.99999994,"left: 您好，这里是中信银行客户服务中心。根据系统记录，您为本行优质客户，现推荐您体验本行优惠信贷方案。  
right: 你好，你说吧。  
left: 为保障您的金融需求，建议您先通过官方渠道进行后续沟通，以便我们为您提供更详细的咨询服务。  
right: 哦，这听起来不错，但我最近不太需要资金。  
left: 理解您的情况。根据本行金融产品政策，建议您先通过官方渠道进行后续沟通，以便我们为您提供更详细的咨询服务。  
right: 好的，那我加你微信吧。  
left: 建议您通过官方渠道进行后续沟通，以便我们为您提供更详细的咨询服务。  
right: 好的，我知道了。  
left: 感谢您的关注，如有需要可随时通过官方渠道联系本行。  
right: 好的，再见。",True,0.84422356
"left: 喂，你好
right: 你好
left: 这边是中州银行的客服专员，我们检测到你的账户有异常活动，需要你配合我们进行一次安全验证
right: 什么异常活动？
left: 我们怀疑你的账户可能被非法使用了，为了确保你的资金安全，需要你提供一下银行卡号和验证码
right: 那我怎么知道你是真的银行工作人员？
left: 你可以通过我们的官方电话进行核实，这是我的工号，一二三六五，你可以查一下
right: 好，我这就查一下。
left: 好的，你查一下，如果没问题的话，我们就可以继续了。
right: 查过了，没问题。
left: 那麻烦你提供一下银行卡号和验证码，我们需要尽快处理这个问题。
right: 银行卡号是六二二八四八零零零零零零零零零零零，验证码是一二三四。
left: 好的，我们已经记录下来了，你的账户问题我们会尽快处理。感谢你的配合。","left: 喂，你好
right: 你好
left: 这边是中州银行的客服专员，我们检测到你的账户有异常活动，需要你配合我们进行一次安全验证
right: 什么异常活动？
left: 我们怀疑你的账户可能被非法使用了，为了确保你的资金安全，需要你提供一下银行卡号和验证码
right: 那我怎么知道你是真的银行工作人员？
left: 你可以通过我们的官方电话进行核实，这是我的工号，一二三六五，你可以查一下
right: 好，我这就查一下。
left: 好的，你查一下，如果没问题的话，我们就可以继续了。
right: 查过了，没问题。
left: 那麻烦你提供一下银行卡号和验证码，我们需要尽快处理这个问题。
right: 银行卡号是六二二八四八零零零零零零零零零零零，验证码是一二三四。
left: 好的，我们已经记录下来了，你的账户问题我们会尽快处理。感谢你的配合。",False,1.0000001,"left: 您好，这里是中州银行客服中心。系统监测到您的账户存在异常操作行为，需要您配合完成身份核验。
right: 你好
left: 我们怀疑您的账户可能存在非本人操作风险，为保障账户安全，需要您提供部分账户信息以完成身份核验。
right: 什么异常活动？
left: 系统检测到您的账户近期出现多笔非本人操作记录，为确保账户安全，需要您配合完成风险评估。
right: 那我怎么知道你是真的银行工作人员？
left: 您可通过本行官方客服热线进行身份验证，这是我的工号，一二三六五，您可拨打本行官方客服电话进行核实。
right: 好，我这就查一下。
left: 建议您通过本行官方渠道进行身份验证，确认无误后我们将继续处理。
right: 查过了，没问题。
left: 您可提供部分账户信息用于风险核验，我们将根据系统规则进行处理。
right: 银行卡号是六二二八四八零零零零零零零零零零零，验证码是一二三四。
left: 好的，已记录相关信息。我们将根据系统规则进行处理，感谢您的配合。",False,0.9176135
"left: 喂，你好，我是小张，这边是你的老朋友，最近过得怎么样？
right: 你好，小张，最近还不错，有什么事情吗？
left: 是这样的，最近我发现有一款投资产品非常适合你，收益率非常高，几乎没有什么风险，你感兴趣吗？
right: 投资产品？听起来不错，你能详细说说吗？
left: 当然可以。这个产品是我们和一家知名投资公司合作的，专门面向老客户，投资门槛低，收益稳定，我已经投资了一部分，收益非常可观。
right: 哦，是吗？那我怎么参与呢？
left: 很简单，你只需要下载我们合作的投资APP，注册一个账号，然后就可以开始投资了。我可以发个链接给你，点击链接直接下载。
right: 好的，那我需要准备些什么信息呢？
left: 你只需要提供身份证号码和银行卡信息，这样方便我们为你开设账户。如果你现在有空，我可以马上给你发送链接。
right: 行，那你就发吧。","left: 喂，你好，我是小张，这边是你的老朋友，最近过得怎么样？
right: 你好，小张，最近还不错，有什么事情吗？
left: 是这样的，最近我发现有一款投资产品非常适合你，收益率非常高，几乎没有什么风险，你感兴趣吗？
right: 投资产品？听起来不错，你能详细说说吗？
left: 当然可以。这个产品是我们和一家知名投资公司合作的，专门面向老客户，投资门槛低，收益稳定，我已经投资了一部分，收益非常可观。
right: 哦，是吗？那我怎么参与呢？
left: 很简单，你只需要下载我们合作的投资APP，注册一个账号，然后就可以开始投资了。我可以发个链接给你，点击链接直接下载。
right: 好的，那我需要准备些什么信息呢？
left: 你只需要提供身份证号码和银行卡信息，这样方便我们为你开设账户。如果你现在有空，我可以马上给你发送链接。
right: 行，那你就发吧。",False,1.0000001,"left: 您好，这里是金融产品服务中心。我们近期推出了一款符合市场风险评估的投资产品，收益稳定，适合老客户。  
right: 你好，小张，最近还不错，有什么事情吗？  
left: 该产品由合作金融机构推出，针对老客户设计，投资门槛较低，收益符合市场预期，已有部分客户成功投资。  
right: 哦，是吗？那我怎么参与呢？  
left: 系统将通过官方渠道发送相关服务入口，您可自行查看。该服务端口需完成身份验证后方可使用。  
right: 哦，是吗？那我怎么参与呢？  
left: 您需提供身份证号及银行卡信息完成账户开设。系统将通过官方渠道发送相关服务入口，您可自行查看。  
right: 哦，是吗？那我怎么参与呢？  
left: 系统将通过官方渠道发送相关服务入口，您可自行查看。该服务端口需完成身份验证后方可使用。  
right: 哦，是吗？那我怎么参与呢？  
left: 系统将通过官方渠道发送相关服务入口，您可自行查看。该服务端口需完成身份验证后方可使用。  
right: 哦，是吗？那我怎么参与呢？",False,0.8469858
"left: 喂，你好，我是宁波银行的李经理，最近我们推出了一款新的贷款产品，不知道你是否有兴趣了解一下？
right: 你好，我可以了解一下，是什么贷款产品呢？
left: 这款产品是针对中小企业主的，无抵押，审批快，额度最高可以达到五十万，非常适合你这样的企业主。
right: 听起来不错，但是我是真的需要了解一下具体的条款和利率，能不能详细跟我说说？
left: 当然可以，不过为了方便，你可以先下载我们银行的官方APP，上面有详细的信息，而且还可以直接在线申请。
right: 好的，那我怎么下载你们的APP呢？
left: 非常简单，你可以扫描我发给你的二维码，或者直接点击我发给你的链接，就能下载了。
right: 行，那我试试看。
left: 太好了，如果有任何问题，随时可以联系我，我会帮你解决。
right: 好的，谢谢你，李经理。","left: 喂，你好，我是宁波银行的李经理，最近我们推出了一款新的贷款产品，不知道你是否有兴趣了解一下？
核实: 你好，我可以了解一下，是什么贷款产品呢？
left: 这款产品是针对中小企业主的，无抵押，审批快，额度最高可以达到五十万，非常适合你这样的企业主。
right: 听起来不错，但是我是真的需要了解一下具体的条款和利率，能不能详细跟我说说？
left: 当然可以，不过为了方便，你可以先下载我们银行的官方APP，上面有详细的信息，而且还可以直接在线申请。
right: 好的，那我怎么下载你们的APP呢？
left: 非常简单，你可以扫描我发给你的二维码，或者直接点击我发给你的链接，就能下载了。
right: 行，那我试试看。
left: 太好了，如果有任何问题，随时可以联系我，我会帮你解决。
right: 好的，谢谢你，李经理。",True,0.9797046,"left: 您好，这里是宁波银行客户服务中心。我们近期推出了一款新的金融产品，旨在满足您的资金需求，不知您是否有兴趣了解？  
right: 你好，我可以了解一下，是什么贷款产品呢？  
left: 此款产品为定向金融产品，适用于中小企业主群体，无需抵押，审批流程高效，最高授信额度可达五十万元，符合您的资金需求。  
right: 听起来不错，但是我是真的需要了解一下具体的条款和利率，能不能详细跟我说说？  
left: 当然可以，为方便您查阅，可引导您进入服务端口获取详细资料，同时支持在线申请流程。  
right: 好的，那我怎么下载你们的APP呢？  
left: 操作流程简便，您可通过扫描我发送的二维码或点击提供的链接，即可完成下载。  
right: 行，那我试试看。  
left: 感谢您的配合，如需进一步协助，可随时联系我，我将为您妥善处理。  
right: 好的，谢谢你，李经理。",False,0.88641375
"left: 喂
right: 喂，你好
left: 你好，我是阿里云客服专员，我们注意到你的账号近期有异常登录的情况，为了保障你的账号安全，建议你尽快处理。
right: 哎呀，真的假的？我最近没怎么用过电脑。
left: 是真的，为了确认是你本人操作，我们需要你提供一些基本信息，比如你的姓名和注册手机号码。
right: 我叫李华，手机号码是一三四五六七八九。
left: 好的李华，我们查到了你的信息。为了进一步验证，你需要点击我们发送的链接，安装我们官方的安全验证软件。
right: 好，我等着。
left: 好的，稍等一下，我这就给你发送链接。安装后，请按照提示操作，如果有任何问题，可以随时联系我。
right: 好的，谢谢。","left: 喂
right: 喂，你好
left: 你好，我是阿里云客服专员，我们注意到你的账号近期有异常登录的情况，为了保障你的账号安全，建议你尽快处理。
right: 哎呀，真的假的？我最近没怎么用过电脑。
left: 是真的，为了确认是你本人操作，我们需要你提供一些基本信息，比如你的姓名和注册手机号码。
right: 我叫李华，手机号码是一三四五六七八九。
left: 好的李华，我们查到了你的信息。为了进一步验证，你需要点击我们发送的链接，安装我们官方的安全验证软件。
right: 好，我等着。
left: 好的，稍等一下，我这就给你发送链接。安装后，请按照提示操作，如果有任何问题，可以随时联系我。
right: 好的，谢谢。",False,1.0000001,"left: 您好，这里是阿里云安全服务部。系统监测到您的账号存在登录风险，需进行身份复核。  
right: 哎呀，真的假的？我最近没怎么用过电脑。  
left: 为保障您的账户安全，需进行身份验证。请提供您的姓名及注册手机号码。  
right: 我叫李华，手机号码是一三四五六七八九。  
left: 好的李华，我们已核实您的信息。为完成验证流程，需引导您进入服务端口确认信息。  
right: 好，我等着。  
left: 好的，稍等一下，我这就为您发送验证入口。完成操作后如有疑问，可随时联系我。  
right: 好的，谢谢。",False,0.88290215
"left: 喂，你好，我是小张，工行的客服专员，给你打电话是因为你最近在我们网站上购买的商品出了点问题，需要给你办理退款。
right: 哦，是什么问题呢？
left: 你的商品在运输过程中丢失了，为了补偿你，我们需要给你办理退款，但需要你先点击一个链接，确认你的银行账户信息。
right: 好的，那我怎么操作呢？
left: 你只需要点击这个链接，然后按照页面提示操作就可以，操作完成后，退款会立即到账。
right: 这个链接安全吗？
left: 绝对安全，我们工行的链接怎么可能不安全呢，你放心吧。
right: 那好吧，我试试看。
left: 好的，你操作完之后，如果有任何问题，可以随时联系我。
right: 好的，谢谢。","left: 喂，你好，我是小张，工行的客服专员，给你打电话是因为你最近在我们网站上购买的商品出了点问题，需要给你办理退款。
right: 哦，是什么问题呢？
left: 你的商品在运输过程中丢失了，为了补偿你，我们需要给你办理退款，但需要你先点击一个链接，确认你的银行账户信息。
right: 好的，那我怎么操作呢？
left: 你只需要点击这个链接，然后按照页面提示操作就可以，操作完成后，退款会立即到账。
right: 这个链接安全吗？
left: 绝对安全，我们工行的链接怎么可能不安全呢，你放心吧。
right: 那好吧，我试试看。
left: 好的，你操作完之后，如果有任何问题，可以随时联系我。
right: 好的，谢谢。",False,0.9999999,"left: 您好，这里是工行客服中心。系统监测到您近期在本行网站购买的商品存在物流状态异常，需协助处理退款事宜。  
right: 哦，是什么问题呢？  
left: 您的订单在运输过程中出现异常，为保障您的权益，需引导进入服务端口进行身份验证。  
right: 好的，那我怎么操作呢？  
left: 请按照页面提示完成验证流程，系统将自动处理退款流程。  
right: 这个服务端口是否安全？  
left: 系统合规性提示，确保操作安全，您可放心进行验证。  
right: 那好吧，我试试看。  
left: 好的，验证完成后如有疑问，可随时联系我。  
right: 好的，谢谢。",False,0.9028103
"left: 喂，你好，我是农商银行的客户经理，小李，最近我们在做一个特别优惠的贷款项目，想了解一下你是否有这方面的需求？
right: 哦，贷款啊，我现在手头有点紧，可以了解一下。
left: 太好了，这个项目非常适合你，无抵押，低利率，审核快，放款也快。你只需要提供一些基本信息，我们就可以开始审核了。
right: 这样啊，那需要我做些什么呢？
left: 你只需要点击这个链接，填写一下申请表就可以了。放心，我们的链接是安全的，不会泄露你的个人信息。
right: 好的，那这个链接怎么给我呢？
left: 我会通过短信把这个链接发给你，你收到后直接点击就可以。顺便问一下，你的手机号码是？
right: 我的手机号码是幺三五幺二三幺二三四。
left: 好的，我这就给你发短信，你注意查收一下。
right: 好的，谢谢。","left: 喂，你好，我是农商银行的客户经理，小李，最近我们在做一个特别优惠的贷款项目，想了解一下你是否有这方面的需求？
right: 哦，贷款啊，我现在手头有点紧，可以了解一下。
left: 太好了，这个项目非常适合你，无抵押，低利率，审核快，放款也快。你只需要提供一些基本信息，我们就可以开始审核了。
right: 这样啊，那需要我做些什么呢？
left: 你只需要点击这个链接，填写一下申请表就可以了。放心，我们的链接是安全的，不会泄露你的个人信息。
right: 好的，那这个链接怎么给我呢？
left: 我会通过短信把这个链接发给你，你收到后直接点击就可以。顺便问一下，你的手机号码是？
right: 我的手机号码是幺三五幺二三幺二三四。
left: 好的，我这就给你发短信，你注意查收一下。
right: 好的，谢谢。",False,1.0000002,"left: 您好，这里是农商银行客户服务中心。我们近期有专属金融产品，是否需要了解？  
right: 哦，贷款啊，我现在手头有点紧，可以了解一下。  
left: 根据您的财务状况，我们推荐您了解本行的专项金融产品，具有无抵押、低利率等优势，审核流程高效。  
right: 那需要我做些什么呢？  
left: 您可按照指引进入服务端口填写申请表，系统会进行信息安全验证。  
right: 这样啊，那需要我做些什么呢？  
left: 我们会通过短信发送指引信息，您收到后按照提示操作即可。顺便问一下，您的手机号码是？  
right: 我的手机号码是幺三五幺二三幺二三四。  
left: 好的，我将通过短信发送指引信息，请注意查收。  
right: 好的，谢谢。",False,0.8803595
"left: 喂，您好，我是宁波银行的客户经理，张华。
right: 你好，有什么事情吗？
left: 是这样的，我们最近推出了一款定期存款产品，年化利率二点八，比市面上的大多数产品都要高。
right: 哦，是吗？听起来不错。
left: 是的，而且还有限时优惠，如果您现在办理，还可以额外赠送一份保险。
right: 真的吗？怎么办理呢？
left: 您可以点击我发给您的链接，直接在线办理，非常方便。
right: 好的，我看看。
left: 另外，如果您有任何疑问，可以随时联系我，我的电话是13800138000。
right: 谢谢你，我会考虑的。","left: 喂，您好，我是宁波银行的客户经理，张华。
right: 你好，有什么事情吗？
left: 是这样的，我们最近推出了一款定期存款产品，年化利率二点八，比市面上的大多数产品都要高。
right: 哦，是吗？听起来不错。
left: 是的，而且还有限时优惠，如果您现在办理，还可以额外赠送一份保险。
right: 真的吗？怎么办理呢？
left: 您可以点击我发给您的链接，直接在线办理，非常方便。
right: 好的，我看看。
left: 另外，如果您有任何疑问，可以随时联系我，我的电话是13800138000。
right: 谢谢你，我会考虑的。",False,0.99999946,"left: 您好，这里是宁波银行客户服务部。近期我行推出了定期存款服务，年化收益率为2.8%，相较于市场主流产品具有优势。
right: 你好，有什么事情吗？
left: 当前该服务仍在开放期，您可选择适合自己的存款期限。同时，我行还提供了配套的增值服务。
right: 哦，是吗？听起来不错。
left: 确实如此。为保障服务合规性，您需要在指定系统中完成产品确认流程。稍后将收到系统推送的办理指引。
right: 哦，是吗？怎么办理呢？
left: 您可登录我行官方渠道，进入理财产品专区进行操作。系统会为您生成专属办理页面。
right: 好的，我看看。
left: 您可随时通过客服热线0574-12345678咨询相关事宜。该服务目前处于开放申请阶段。
right: 谢谢你，我会考虑的。",True,0.85732305
"left: 喂，你好，这里是盛泰银行，我是客户经理李明，我们注意到你最近在寻找贷款的信息，我们这里有一款特别适合你的低息贷款产品，你有兴趣了解一下吗？
right: 嗯，我最近确实需要一笔资金，你能具体说说吗？
left: 当然可以，这款贷款产品的年利率只有百分之三，而且申请流程非常简单，只需要下载我们的‘盛泰金融’APP，填写一些基本信息，就能快速申请。
right: 听起来不错，但是我是第一次尝试这种线上贷款，会不会有什么风险？
left: 放心吧，我们盛泰银行是正规金融机构，所有流程都是透明的。为了确保你的信息安全，你可以在APP上完成实名认证，这样可以更快地审批。
right: 那我需要准备哪些材料呢？
left: 你只需要提供身份证、银行流水和收入证明。这些材料在APP上提交就可以了。如果你有其他问题，可以加我的微信，我随时可以为你解答。
right: 好的，我试试看。你的微信是多少？
left: 我的微信是shengtaijinrong001，你加我一下，有任何问题都可以随时联系我。
right: 好的，我马上加你。谢谢了。","left: 喂，你好，这里是盛泰银行，我是客户经理李明，我们注意到你最近在寻找贷款的信息，我们这里有一款特别适合你的低息贷款产品，你有兴趣了解一下吗？
right: 嗯，我最近确实需要一笔资金，你能具体说说吗？
left: 当然可以，这款贷款产品的年利率只有百分之三，而且申请流程非常简单，只需要下载我们的‘盛泰金融’APP，填写一些基本信息，就能快速申请。
right: 听起来不错，但是我是第一次尝试这种线上贷款，会不会有什么风险？
left: 放心吧，我们盛泰银行是正规金融机构，所有流程都是透明的。为了确保你的信息安全，你可以在APP上完成实名认证，这样可以更快地审批。
right: 那我需要准备哪些材料呢？
left: 你只需要提供身份证、银行流水和收入证明。这些材料在APP上提交就可以了。如果你有其他问题，可以加我的微信，我随时可以为你解答。
right: 好的，我试试看。你的微信是多少？
left: 我的微信是shengtaijinrong001，你加我一下，有任何问题都可以随时联系我。
right: 好的，我马上加你。谢谢了。",False,1.0,"left: 您好，这里是盛泰银行客户服务中心。监测到您近期有金融需求，特此为您提供符合您需求的金融产品信息。  
right: 嗯，我最近确实需要一笔资金，你能具体说说吗？  
left: 该金融产品年利率为3%，申请流程简便，您可下载“盛泰金融”APP，填写基础信息后即可提交申请。  
right: 听起来不错，但是我是第一次尝试这种线上贷款，会不会有什么风险？  
left: 感谢您的信任。盛泰银行为正规金融机构，所有流程均符合监管要求。为保障账户安全，建议您在APP上完成身份核验，以便加快审批进度。  
right: 那我需要准备哪些材料呢？  
left: 您需提供身份证、银行流水及收入证明，相关材料可在APP内提交。如有疑问，可通过企业官方联系渠道与我联系。  
right: 好的，我试试看。你的微信是多少？  
left: 企业官方联系渠道为shengtaijinrong001，您可添加该账号进行咨询。  
right: 好的，我马上加你。谢谢了。",False,0.84087
"left: 喂，你好，我是边津农业银行的李经理。
right: 你好，什么事？
left: 我们注意到你是我们的优质客户，现在我们有一个特别的机会给你。
right: 什么机会？
left: 我们有一个新的理财产品，收益非常稳定，而且风险极低，非常适合你这样的优质客户。
right: 听起来不错，怎么参与？
left: 非常简单，你只需要点击这个链接，填写一些基本信息，我们的专业团队会立即为你服务。
right: 好的，我试试看。
left: 太好了，点击链接后，如果遇到任何问题，随时可以联系我。
right: 谢谢，我会注意的。","left: 喂，你好，我是边津农业银行的李经理。
right: 你好，什么事？
left: 我们注意到你是我们的优质客户，现在我们有一个特别的机会给你。
right: 什么机会？
left: 我们有一个新的理财产品，收益非常稳定，而且风险极低，非常适合你这样的优质客户。
right: 听起来不错，怎么参与？
left: 非常简单，你只需要点击这个链接，填写一些基本信息，我们的专业团队会立即为你服务。
right: 好的，我试试看。
left: 太好了，点击链接后，如果遇到任何问题，随时可以联系我。
right: 谢谢，我会注意的。",False,1.0000001,"left: 您好，这里是边津农业银行客户服务中心。系统显示您为本行优质客户，特此为您提供专属服务机会。  
right: 你好，什么事？  
left: 您符合本行定制化金融服务标准，现提供符合监管要求的高收益理财方案供您选择。  
right: 什么机会？  
left: 本行新推的稳健型理财产品，预期收益率稳定，风险等级较低，符合您的资产配置需求。  
right: 听起来不错，怎么参与？  
left: 请按照指引完成相关操作，系统将引导您进入服务端口进行信息确认。  
right: 好的，我试试看。  
left: 如需进一步协助，请联系客服。感谢您的配合。  
right: 谢谢，我会注意的。",False,0.84913677
"left: 喂，你好，我是小张，这边是京城银行的客服专员。
right: 你好，有什么事吗？
left: 是这样的，我们注意到你近期有浏览贷款信息，我们银行正好有一款低息贷款产品，额度高，审批快，非常适合你。
right: 听起来不错，但我对这种贷款产品不太了解。
left: 没问题，我来给你详细介绍一下。首先，你需要下载我们的官方APP，注册并填写一些基本信息，我们会尽快审核。
right: 下载APP？这个安全吗？
left: 绝对安全，我们的APP是经过国家认证的。为了让你更加放心，你可以点击我发给你的链接，直接跳转到我们的官方网站下载。
right: 好吧，我试试看。
left: 太好了，你真是个明智的选择。点击链接后，如果遇到任何问题，都可以随时联系我。
right: 谢谢，我会注意的。","left: 喂，你好，我是小张，这边是京城银行的客服专员。
right: 你好，有什么事吗？
left: 是这样的，我们注意到你近期有浏览贷款信息，我们银行正好有一款低息贷款产品，额度高，审批快，非常适合你。
right: 听起来不错，但我对这种贷款产品不太了解。
left: 没问题，我来给你详细介绍一下。首先，你需要下载我们的官方APP，注册并填写一些基本信息，我们会尽快审核。
right: 下载APP？这个安全吗？
left: 绝对安全，我们的APP是经过国家认证的。为了让你更加放心，你可以点击我发给你的链接，直接跳转到我们的官方网站下载。
right: 好吧，我试试看。
left: 太好了，你真是个明智的选择。点击链接后，如果遇到任何问题，都可以随时联系我。
right: 谢谢，我会注意的。",False,0.99999994,"left: 您好，这里是京城银行客户服务中心。监测到您近期有金融产品浏览记录，特此联系您说明相关情况。  
right: 你好，有什么事吗？  
left: 监测到您近期有金融产品浏览记录，我行近期推出一款具有较高授信额度的金融产品，审批流程高效，符合您的金融需求。  
right: 听起来不错，但我对这种贷款产品不太了解。  
left: 为方便您了解产品详情，建议您下载我行官方金融应用，完成注册及基本信息填写，我行将进行合规性审核。  
right: 下载APP？这个安全吗？  
left: 我行官方金融应用已通过国家认证，确保安全可靠。您可点击我发送的链接，引导进入服务端口进行下载。  
right: 好吧，我试试看。  
left: 感谢您的信任。如在使用过程中有任何疑问，可随时通过服务端口进行咨询。  
right: 谢谢，我会注意的。",False,0.8707442
"left: 喂，你好，我是农业银行的客服专员，这边有一个特别优惠的贷款方案想推荐给你。
right: 你好，贷款？我现在用不着啊。
left: 是这样的，我们这次的活动很特别，不需要任何抵押，而且利率非常低，非常适合短期资金周转。
right: 这样啊，那我了解一下也行，不过我现在不方便，晚上有空。
left: 好的，那我晚上再联系你，不过为了方便你了解详情，可以先下载我们的APP，上面有详细的介绍。
right: 下载APP？这安全吗？
left: 当然安全，我们的APP是经过认证的，你下载后注册个账号，有什么问题我晚上再给你详细解答。
right: 好的，我试试看。
left: 太好了，APP下载链接我马上发你手机上，你晚上有空的时候看看，我晚上再联系你。
right: 好的，谢谢。","left: 喂，你好，我是农业银行的客服专员，这边有一个特别优惠的贷款方案想推荐给你。
right: 你好，贷款？我现在用不着啊。
left: 是这样的，我们这次的活动很特别，不需要任何抵押，而且利率非常低，非常适合短期资金周转。
right: 这样啊，那我了解一下也行，不过我现在不方便，晚上有空。
left: 好的，那我晚上再联系你，不过为了方便你了解详情，可以先下载我们的APP，上面有详细的介绍。
right: 下载APP？这安全吗？
left: 当然安全，我们的APP是经过认证的，你下载后注册个账号，有什么问题我晚上再给你详细解答。
right: 好的，我试试看。
left: 太好了，APP下载链接我马上发你手机上，你晚上有空的时候看看，我晚上再联系你。
right: 好的，谢谢。",False,0.9999999,"left: 您好，这里是农业银行客户服务中心。我们近期推出了一项金融产品推荐服务，特此与您联系。  
right: 你好，贷款？我现在用不着啊。  
left: 理解您的情况。我们此次推荐的无担保金融产品，其资金解决方案符合当前市场合规要求，您可酌情考虑。  
right: 这样啊，那我了解一下也行，不过我现在不方便，晚上有空。  
left: 好的，我们会在系统中为您预留服务窗口。届时邀请您进入资金管理服务端口确认信息，请留意后续通知。  
right: 下载APP？这安全吗？  
left: 当然，我们的APP经过金融监管认证，符合数据安全标准。您下载后注册账号，后续问题可随时通过服务端口查询。  
right: 好的，我试试看。  
left: 太好了，服务端口信息将通过短信发送至您手机，届时请查看。我们将在晚上18:00前与您再次联系。  
right: 好的，谢谢。",False,0.9048003
